DateRep	CountryExp	Altersgruppe	Ntotal	NewConfCases	NewDeaths	AllConfCases	AllDeaths	covid_inICU_upscaled	CountryExp2	NewConfCases7	NewDeaths7	covid_inICU_upscaled7	NewVaccinations	NewVaccinations_voll	NewVaccinations_1booster	NewVaccinations7	NewVaccinations_voll7	NewVaccinations_1booster7	AllVaccinations	AllVaccinations_voll	AllVaccinations_1booster	AllVaccinations_rel	AllVaccinations_vollrel	AllVaccinations_1boosterrel
2020-03-04	Sachsen	all	4056941	1	0	1	0	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-05	Sachsen	all	4056941	0	0	1	0	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-06	Sachsen	all	4056941	0	0	1	0	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-09	Sachsen	all	4056941	3	0	4	0	NA	Sachsen	4.28571428571429	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-10	Sachsen	all	4056941	1	0	5	0	NA	Sachsen	6.42857142857143	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-11	Sachsen	all	4056941	12	0	17	0	NA	Sachsen	12.1428571428571	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-12	Sachsen	all	4056941	13	0	30	0	NA	Sachsen	12.8571428571429	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-13	Sachsen	all	4056941	16	0	46	0	NA	Sachsen	14.1428571428571	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-14	Sachsen	all	4056941	40	0	86	0	NA	Sachsen	25.2857142857143	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-15	Sachsen	all	4056941	5	0	91	0	NA	Sachsen	25.8571428571429	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-16	Sachsen	all	4056941	12	0	103	0	NA	Sachsen	35	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-17	Sachsen	all	4056941	79	0	182	0	NA	Sachsen	49.7142857142857	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-18	Sachsen	all	4056941	16	0	198	0	NA	Sachsen	68.7142857142857	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-19	Sachsen	all	4056941	77	0	275	0	NA	Sachsen	102.857142857143	0.142857142857143	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-20	Sachsen	all	4056941	119	0	394	0	NA	Sachsen	122.285714285714	0.857142857142857	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-21	Sachsen	all	4056941	173	0	567	0	NA	Sachsen	137	1	12	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-24	Sachsen	all	4056941	244	1	811	1	NA	Sachsen	158.142857142857	1	13	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-24	Sachsen	A00-A14	545787	NA	NA	22	0	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-24	Sachsen	A15-A34	786243	NA	NA	217	0	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-24	Sachsen	A35-A59	1351804	NA	NA	414	0	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-24	Sachsen	A60-A79	1011120	NA	NA	144	0	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-24	Sachsen	A80+	361987	NA	NA	14	1	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-25	Sachsen	all	4056941	148	5	959	6	NA	Sachsen	165.285714285714	1.28571428571429	13.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-25	Sachsen	A00-A14	545787	4	0	26	0	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-25	Sachsen	A15-A34	786243	33	0	250	0	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-25	Sachsen	A35-A59	1351804	72	0	486	0	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-25	Sachsen	A60-A79	1011120	30	2	174	2	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-25	Sachsen	A80+	361987	9	3	23	4	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-25	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-26	Sachsen	all	4056941	182	1	1141	7	12	Sachsen	174.714285714286	1.28571428571429	14.75	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-26	Sachsen	A00-A14	545787	0	0	26	0	0.16438356	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-26	Sachsen	A15-A34	786243	0	0	250	0	0.8219178	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-26	Sachsen	A35-A59	1351804	0	0	486	0	4.43835612	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-26	Sachsen	A60-A79	1011120	0	0	174	2	4.9315068	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-26	Sachsen	A80+	361987	0	0	23	4	1.6438356	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-26	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-27	Sachsen	all	4056941	164	0	1305	7	14	Sachsen	175.428571428571	1.28571428571429	15.6	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-27	Sachsen	A00-A14	545787	10	0	36	0	0.19178082	Sachsen	NA	NA	0.213698628	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-27	Sachsen	A15-A34	786243	91	0	341	0	0.9589041	Sachsen	NA	NA	1.06849314	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-27	Sachsen	A35-A59	1351804	157	0	643	0	5.17808214	Sachsen	NA	NA	5.769862956	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-27	Sachsen	A60-A79	1011120	72	0	246	2	5.7534246	Sachsen	NA	NA	6.41095884	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-27	Sachsen	A80+	361987	16	1	39	5	1.9178082	Sachsen	NA	NA	2.13698628	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-27	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-28	Sachsen	all	4056941	127	2	1432	9	15	Sachsen	153	1.57142857142857	18	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-28	Sachsen	A00-A14	545787	4	0	40	0	0.20547945	Sachsen	5.28571428571429	0	0.24657534	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-28	Sachsen	A15-A34	786243	25	0	366	0	1.02739725	Sachsen	35.7142857142857	0	1.2328767	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-28	Sachsen	A35-A59	1351804	62	0	705	0	5.54794515	Sachsen	69.5714285714286	0	6.65753418	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-28	Sachsen	A60-A79	1011120	22	1	268	3	6.1643835	Sachsen	33	0.571428571428571	7.3972602	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-28	Sachsen	A80+	361987	14	1	53	6	2.0547945	Sachsen	9.42857142857143	1	2.4657534	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-28	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-29	Sachsen	all	4056941	185	0	1617	9	18	Sachsen	153.571428571429	1.57142857142857	20.5714285714286	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-29	Sachsen	A00-A14	545787	7	0	47	0	0.24657534	Sachsen	5	0	0.281800388571429	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-29	Sachsen	A15-A34	786243	41	0	407	0	1.2328767	Sachsen	36.2857142857143	0	1.40900194285714	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-29	Sachsen	A35-A59	1351804	79	0	784	0	6.65753418	Sachsen	68.2857142857143	0.142857142857143	7.60861049142857	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-29	Sachsen	A60-A79	1011120	51	0	319	3	7.3972602	Sachsen	32.1428571428571	0.571428571428571	8.45401165714286	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-29	Sachsen	A80+	361987	7	0	60	6	2.4657534	Sachsen	11.8571428571429	0.857142857142857	2.81800388571429	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-29	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-30	Sachsen	all	4056941	178	0	1795	9	19	Sachsen	148.857142857143	1.57142857142857	25	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-30	Sachsen	A00-A14	545787	11	0	58	0	0.26027397	Sachsen	5.57142857142857	0	0.34246575	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-30	Sachsen	A15-A34	786243	40	0	447	0	1.30136985	Sachsen	39.1428571428571	0	1.71232875	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-30	Sachsen	A35-A59	1351804	80	0	864	0	7.02739719	Sachsen	79.2857142857143	0.142857142857143	9.24657525	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-30	Sachsen	A60-A79	1011120	36	0	355	3	7.8082191	Sachsen	36.5714285714286	0.571428571428571	10.2739725	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-30	Sachsen	A80+	361987	11	0	71	6	2.6027397	Sachsen	14.2857142857143	1	3.4246575	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-30	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-31	Sachsen	all	4056941	87	3	1882	12	30	Sachsen	147.285714285714	2	29.2857142857143	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-31	Sachsen	A00-A14	545787	1	0	59	0	0.4109589	Sachsen	5.85714285714286	0	0.401174164285714	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-31	Sachsen	A15-A34	786243	20	0	467	0	2.0547945	Sachsen	29.7142857142857	0	2.00587082142857	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-31	Sachsen	A35-A59	1351804	37	0	901	0	11.0958903	Sachsen	65.2857142857143	0.142857142857143	10.8317024357143	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-31	Sachsen	A60-A79	1011120	20	1	375	4	12.328767	Sachsen	32.5714285714286	0.714285714285714	12.0352249285714	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-31	Sachsen	A80+	361987	9	2	80	8	4.109589	Sachsen	13.8571428571429	1.14285714285714	4.01174164285714	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-31	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-01	Sachsen	all	4056941	152	5	2034	17	36	Sachsen	165.571428571429	2.14285714285714	31.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-01	Sachsen	A00-A14	545787	2	0	61	0	0.49315068	Sachsen	5.71428571428571	0	0.43378995	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-01	Sachsen	A15-A34	786243	37	0	504	0	2.4657534	Sachsen	32.1428571428571	0	2.16894975	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-01	Sachsen	A35-A59	1351804	63	1	964	1	13.31506836	Sachsen	69.4285714285714	0.142857142857143	11.71232865	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-01	Sachsen	A60-A79	1011120	24	2	399	6	14.7945204	Sachsen	37.5714285714286	0.857142857142857	13.0136985	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-01	Sachsen	A80+	361987	26	2	106	10	4.9315068	Sachsen	20.7142857142857	1.14285714285714	4.3378995	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-01	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-02	Sachsen	A00-A14	545787	4	0	65	0	0.58904109	Sachsen	5.42857142857143	0	0.471232872	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-02	Sachsen	A15-A34	786243	20	0	524	0	2.94520545	Sachsen	30.2857142857143	0	2.35616436	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-02	Sachsen	A35-A59	1351804	77	0	1041	1	15.90410943	Sachsen	67.2857142857143	0.142857142857143	12.723287544	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-02	Sachsen	A60-A79	1011120	31	0	430	6	17.6712327	Sachsen	34.5714285714286	1.42857142857143	14.13698616	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-02	Sachsen	A80+	361987	17	1	123	11	5.8904109	Sachsen	23	1.71428571428571	4.71232872	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-02	Sachsen	all	4056941	149	1	2183	18	43	Sachsen	160.571428571429	3.28571428571429	34.4	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-02	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-03	Sachsen	A00-A14	545787	12	0	77	0	0.60273972	Sachsen	4	0	0.550684926	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-03	Sachsen	A15-A34	786243	25	0	549	0	3.0136986	Sachsen	29.8571428571429	0	2.75342463	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-03	Sachsen	A35-A59	1351804	59	0	1100	1	16.27397244	Sachsen	62.7142857142857	0.142857142857143	14.868493002	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-03	Sachsen	A60-A79	1011120	44	1	474	7	18.0821916	Sachsen	33.8571428571429	1.57142857142857	16.52054778	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-03	Sachsen	A80+	361987	13	2	136	13	6.0273972	Sachsen	27.8571428571429	1.85714285714286	5.50684926	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-03	Sachsen	all	4056941	153	3	2336	21	44	Sachsen	158.285714285714	3.57142857142857	40.2	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-03	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-04	Sachsen	A00-A14	545787	3	0	80	0	NA	Sachsen	4.28571428571429	0	0.5856164325	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-04	Sachsen	A15-A34	786243	42	0	591	0	NA	Sachsen	29.5714285714286	0	2.9280821625	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-04	Sachsen	A35-A59	1351804	91	0	1191	1	NA	Sachsen	62.5714285714286	0.142857142857143	15.8116436775	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-04	Sachsen	A60-A79	1011120	57	2	531	9	NA	Sachsen	34.1428571428571	1.85714285714286	17.568492975	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-04	Sachsen	A80+	361987	62	1	198	14	NA	Sachsen	28.7142857142857	1.71428571428571	5.856164325	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-04	Sachsen	all	4056941	255	3	2591	24	NA	Sachsen	159.285714285714	3.71428571428571	42.75	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-04	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-05	Sachsen	A00-A14	545787	5	0	85	0	NA	Sachsen	5.42857142857143	0	0.5993150625	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-05	Sachsen	A15-A34	786243	28	0	619	0	NA	Sachsen	28	0	2.9965753125	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-05	Sachsen	A35-A59	1351804	64	0	1255	1	NA	Sachsen	63.1428571428571	0	16.1815066875	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-05	Sachsen	A60-A79	1011120	30	4	561	13	NA	Sachsen	35.2857142857143	2.14285714285714	17.979451875	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-05	Sachsen	A80+	361987	23	4	221	18	NA	Sachsen	26.7142857142857	2.57142857142857	5.993150625	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-05	Sachsen	all	4056941	150	8	2741	32	NA	Sachsen	158.571428571429	4.71428571428571	43.75	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-05	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-06	Sachsen	A00-A14	545787	1	0	86	0	0.65753424	Sachsen	5.85714285714286	0	0.623287665	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-06	Sachsen	A15-A34	786243	37	0	656	0	3.2876712	Sachsen	29.1428571428571	0	3.116438325	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-06	Sachsen	A35-A59	1351804	48	0	1303	1	17.75342448	Sachsen	60	0	16.828766955	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-06	Sachsen	A60-A79	1011120	31	1	592	14	19.7260272	Sachsen	33.5714285714286	2.14285714285714	18.69862995	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-06	Sachsen	A80+	361987	45	1	266	19	6.5753424	Sachsen	25.4285714285714	2.71428571428571	6.23287665	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-06	Sachsen	all	4056941	162	2	2903	34	48	Sachsen	154	4.85714285714286	45.5	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-06	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-07	Sachsen	A00-A14	545787	3	0	89	0	NA	Sachsen	4.28571428571429	0	0.6404109525	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-07	Sachsen	A15-A34	786243	18	0	674	0	NA	Sachsen	30.8571428571429	0	3.2020547625	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-07	Sachsen	A35-A59	1351804	36	0	1339	1	NA	Sachsen	59.4285714285714	0.142857142857143	17.2910957175	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-07	Sachsen	A60-A79	1011120	22	3	614	17	NA	Sachsen	30.8571428571429	2.14285714285714	19.212328575	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-07	Sachsen	A80+	361987	15	1	281	20	NA	Sachsen	26.8571428571429	3.14285714285714	6.404109525	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-07	Sachsen	all	4056941	94	4	2997	38	NA	Sachsen	152.285714285714	5.42857142857143	46.75	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-07	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-08	Sachsen	A00-A14	545787	10	0	99	0	0.5479452	Sachsen	4.71428571428571	0	0.605479446	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-08	Sachsen	A15-A34	786243	26	0	700	0	2.739726	Sachsen	29.5714285714286	0	3.02739723	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-08	Sachsen	A35-A59	1351804	67	0	1406	1	14.7945204	Sachsen	55.8571428571429	0.142857142857143	16.347945042	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-08	Sachsen	A60-A79	1011120	32	4	646	21	16.438356	Sachsen	27.8571428571429	2.14285714285714	18.16438338	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-08	Sachsen	A80+	361987	12	8	293	28	5.479452	Sachsen	21.1428571428571	3.57142857142857	6.05479446	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-08	Sachsen	all	4056941	147	12	3144	50	40	Sachsen	139.142857142857	5.85714285714286	44.2	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-08	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-09	Sachsen	A00-A14	545787	7	0	106	0	0.6849315	Sachsen	4	0	0.58447488	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-09	Sachsen	A15-A34	786243	28	0	728	0	3.4246575	Sachsen	27.1428571428571	0	2.9223744	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-09	Sachsen	A35-A59	1351804	55	0	1461	1	18.4931505	Sachsen	48.4285714285714	0.142857142857143	15.78082176	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-09	Sachsen	A60-A79	1011120	19	0	665	21	20.547945	Sachsen	24.7142857142857	1.57142857142857	17.5342464	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-09	Sachsen	A80+	361987	8	2	301	30	6.849315	Sachsen	18.4285714285714	3.28571428571429	5.8447488	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-09	Sachsen	all	4056941	117	2	3261	52	50	Sachsen	122.714285714286	5	42.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-09	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-10	Sachsen	A00-A14	545787	1	0	107	0	0.67123287	Sachsen	4	0	0.54337899	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-10	Sachsen	A15-A34	786243	37	0	765	0	3.35616435	Sachsen	23.1428571428571	0	2.71689495	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-10	Sachsen	A35-A59	1351804	55	1	1516	2	18.12328749	Sachsen	44.8571428571429	0.285714285714286	14.67123273	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-10	Sachsen	A60-A79	1011120	25	1	690	22	20.1369861	Sachsen	22.2857142857143	1.42857142857143	16.3013697	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-10	Sachsen	A80+	361987	23	5	324	35	6.7123287	Sachsen	13.1428571428571	3.14285714285714	5.4337899	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-10	Sachsen	all	4056941	141	7	3402	59	49	Sachsen	107.428571428571	4.85714285714286	39.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-10	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-11	Sachsen	A00-A14	545787	6	0	113	0	0.46575342	Sachsen	3.57142857142857	0	0.555772988571429	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-11	Sachsen	A15-A34	786243	33	0	798	0	2.3287671	Sachsen	22.2857142857143	0	2.77886494285714	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-11	Sachsen	A35-A59	1351804	66	0	1582	2	12.57534234	Sachsen	47	0.285714285714286	15.0058706914286	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-11	Sachsen	A60-A79	1011120	36	2	726	24	13.9726026	Sachsen	21	1.14285714285714	16.6731896571429	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-11	Sachsen	A80+	361987	22	4	346	39	4.6575342	Sachsen	13.8571428571429	3.14285714285714	5.55772988571429	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-11	Sachsen	all	4056941	163	6	3565	65	34	Sachsen	107.714285714286	4.57142857142857	40.5714285714286	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-11	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-12	Sachsen	A00-A14	545787	0	0	113	0	0.47945205	Sachsen	2.14285714285714	0	0.567514671428571	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-12	Sachsen	A15-A34	786243	11	0	809	0	2.39726025	Sachsen	19.1428571428571	0	2.83757335714286	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-12	Sachsen	A35-A59	1351804	12	0	1594	2	12.94520535	Sachsen	40.8571428571429	0.285714285714286	15.3228961285714	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-12	Sachsen	A60-A79	1011120	8	0	734	24	14.3835615	Sachsen	18.2857142857143	0.571428571428571	17.0254401428571	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-12	Sachsen	A80+	361987	4	2	350	41	4.7945205	Sachsen	16	2.42857142857143	5.67514671428571	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-12	Sachsen	all	4056941	35	2	3600	67	35	Sachsen	96.4285714285714	3.28571428571429	41.4285714285714	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-12	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-13	Sachsen	A00-A14	545787	1	0	114	0	0.4109589	Sachsen	2.14285714285714	0	0.60273972	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-13	Sachsen	A15-A34	786243	9	0	818	0	2.0547945	Sachsen	18.4285714285714	0	3.0136986	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-13	Sachsen	A35-A59	1351804	23	1	1617	3	11.0958903	Sachsen	40.7142857142857	0.571428571428571	16.27397244	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-13	Sachsen	A60-A79	1011120	14	0	748	24	12.328767	Sachsen	19.8571428571429	1.85714285714286	18.0821916	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-13	Sachsen	A80+	361987	8	0	358	41	4.109589	Sachsen	18	3.42857142857143	6.0273972	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-13	Sachsen	all	4056941	55	1	3655	68	30	Sachsen	99.1428571428571	6	44	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-13	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-14	Sachsen	A00-A14	545787	0	0	114	0	0.63013698	Sachsen	2.85714285714286	0	0.639921715714286	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-14	Sachsen	A15-A34	786243	12	0	830	0	3.1506849	Sachsen	16	0	3.19960857857143	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-14	Sachsen	A35-A59	1351804	51	0	1668	3	17.01369846	Sachsen	38	0.428571428571429	17.2778863242857	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-14	Sachsen	A60-A79	1011120	13	1	761	25	18.9041094	Sachsen	18.5714285714286	1.71428571428571	19.1976514714286	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-14	Sachsen	A80+	361987	20	1	378	42	6.3013698	Sachsen	16.7142857142857	3	6.39921715714286	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-14	Sachsen	all	4056941	96	2	3751	70	46	Sachsen	92.2857142857143	5.14285714285714	46.7142857142857	0	0	0	0	0	0	0	0	0	0	0	0
2020-04-14	Sachsen	unbekannt	NA	0	0	NA	NA	NA	Sachsen	0.142857142857143	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-15	Sachsen	A00-A14	545787	0	0	114	0	0.63013698	Sachsen	2.42857142857143	0	0.690802341428571	0	0	0	0	0	0	0	0	0	0	0	0
