DateRep,Altersgruppe,variable,value,variable2,country
2022-04-09,all,AllVaccinations_1boosterrel,0.723316575049975,Booster 1+2,Saarland
2022-04-11,all,AllVaccinations_1boosterrel,0.724201745747674,Booster 1+2,Saarland
2022-04-12,all,AllVaccinations_1boosterrel,0.72595989190958,Booster 1+2,Saarland
2022-04-13,all,AllVaccinations_1boosterrel,0.727397913192295,Booster 1+2,Saarland
2022-04-14,all,AllVaccinations_1boosterrel,0.728574753224369,Booster 1+2,Saarland
2022-04-15,all,AllVaccinations_1boosterrel,0.728594062344066,Booster 1+2,Saarland
2022-04-16,all,AllVaccinations_1boosterrel,0.728599143691355,Booster 1+2,Saarland
2022-04-19,all,AllVaccinations_1boosterrel,0.729469070347188,Booster 1+2,Saarland
2022-04-20,all,AllVaccinations_1boosterrel,0.730442656487712,Booster 1+2,Saarland
2022-04-21,all,AllVaccinations_1boosterrel,0.731366445424806,Booster 1+2,Saarland
2022-04-22,all,AllVaccinations_1boosterrel,0.732372552187977,Booster 1+2,Saarland
2022-04-23,all,AllVaccinations_1boosterrel,0.732603245354886,Booster 1+2,Saarland
2022-04-25,all,AllVaccinations_1boosterrel,0.733542278333847,Booster 1+2,Saarland
2022-04-26,all,AllVaccinations_1boosterrel,0.734680500126526,Booster 1+2,Saarland
2022-04-27,all,AllVaccinations_1boosterrel,0.736082951978219,Booster 1+2,Saarland
2022-04-28,all,AllVaccinations_1boosterrel,0.737551461344667,Booster 1+2,Saarland
2022-04-29,all,AllVaccinations_1boosterrel,0.738753708113184,Booster 1+2,Saarland
2022-04-30,all,AllVaccinations_1boosterrel,0.738926473921001,Booster 1+2,Saarland
2022-05-02,all,AllVaccinations_1boosterrel,0.739435624919334,Booster 1+2,Saarland
2022-05-03,all,AllVaccinations_1boosterrel,0.740653115729717,Booster 1+2,Saarland
2022-05-04,all,AllVaccinations_1boosterrel,0.741922436282446,Booster 1+2,Saarland
2022-05-05,all,AllVaccinations_1boosterrel,0.743098260045061,Booster 1+2,Saarland
2022-05-06,all,AllVaccinations_1boosterrel,0.744016967634867,Booster 1+2,Saarland
2022-05-07,all,AllVaccinations_1boosterrel,0.744159245358952,Booster 1+2,Saarland
2022-05-09,all,AllVaccinations_1boosterrel,0.744476321429769,Booster 1+2,Saarland
2022-05-10,all,AllVaccinations_1boosterrel,0.745392996480659,Booster 1+2,Saarland
2022-05-11,all,AllVaccinations_1boosterrel,0.746346257232028,Booster 1+2,Saarland
2022-05-12,all,AllVaccinations_1boosterrel,0.747310696947431,Booster 1+2,Saarland
2022-05-13,all,AllVaccinations_1boosterrel,0.748188753758927,Booster 1+2,Saarland
2022-05-14,all,AllVaccinations_1boosterrel,0.748319852518976,Booster 1+2,Saarland
2022-05-16,all,AllVaccinations_1boosterrel,0.748619652009012,Booster 1+2,Saarland
2022-05-17,all,AllVaccinations_1boosterrel,0.749370675138289,Booster 1+2,Saarland
2022-05-18,all,AllVaccinations_1boosterrel,0.750112551842446,Booster 1+2,Saarland
2022-05-19,all,AllVaccinations_1boosterrel,0.750830038079617,Booster 1+2,Saarland
2022-05-20,all,AllVaccinations_1boosterrel,0.751372725970055,Booster 1+2,Saarland
2022-05-21,all,AllVaccinations_1boosterrel,0.751454027526675,Booster 1+2,Saarland
2022-05-23,all,AllVaccinations_1boosterrel,0.751793461525563,Booster 1+2,Saarland
2022-05-24,all,AllVaccinations_1boosterrel,0.752465215637135,Booster 1+2,Saarland
2022-05-25,all,AllVaccinations_1boosterrel,0.753175587988101,Booster 1+2,Saarland
2022-05-26,all,AllVaccinations_1boosterrel,0.753185750682679,Booster 1+2,Saarland
2022-05-27,all,AllVaccinations_1boosterrel,0.753486566442173,Booster 1+2,Saarland
2022-05-28,all,AllVaccinations_1boosterrel,0.75357803069337,Booster 1+2,Saarland
2022-05-30,all,AllVaccinations_1boosterrel,0.753857504794251,Booster 1+2,Saarland
2022-05-31,all,AllVaccinations_1boosterrel,0.75438189983445,Booster 1+2,Saarland
2022-06-01,all,AllVaccinations_1boosterrel,0.754771131036768,Booster 1+2,Saarland
2022-06-02,all,AllVaccinations_1boosterrel,0.755415445872981,Booster 1+2,Saarland
2022-06-03,all,AllVaccinations_1boosterrel,0.755748782255122,Booster 1+2,Saarland
2022-06-04,all,AllVaccinations_1boosterrel,0.755836181428489,Booster 1+2,Saarland
2022-06-05,all,AllVaccinations_1boosterrel,0.755848376661982,Booster 1+2,Saarland
2022-06-07,all,AllVaccinations_1boosterrel,0.756191875738701,Booster 1+2,Saarland
2022-06-08,all,AllVaccinations_1boosterrel,0.756582123210476,Booster 1+2,Saarland
2022-06-09,all,AllVaccinations_1boosterrel,0.757102453172844,Booster 1+2,Saarland
2022-06-10,all,AllVaccinations_1boosterrel,0.757397171315591,Booster 1+2,Saarland
2022-06-11,all,AllVaccinations_1boosterrel,0.757461196291429,Booster 1+2,Saarland
2022-06-13,all,AllVaccinations_1boosterrel,0.757662417644064,Booster 1+2,Saarland
2022-06-14,all,AllVaccinations_1boosterrel,0.758282342013291,Booster 1+2,Saarland
2022-06-15,all,AllVaccinations_1boosterrel,0.75875693985006,Booster 1+2,Saarland
2022-06-16,all,AllVaccinations_1boosterrel,0.758784379125419,Booster 1+2,Saarland
2022-06-17,all,AllVaccinations_1boosterrel,0.759008974675581,Booster 1+2,Saarland
2022-06-18,all,AllVaccinations_1boosterrel,0.75912686193268,Booster 1+2,Saarland
2022-06-20,all,AllVaccinations_1boosterrel,0.759366701524709,Booster 1+2,Saarland
2022-06-21,all,AllVaccinations_1boosterrel,0.759914470762436,Booster 1+2,Saarland
2022-06-22,all,AllVaccinations_1boosterrel,0.760494760622811,Booster 1+2,Saarland
2022-06-23,all,AllVaccinations_1boosterrel,0.761178709967876,Booster 1+2,Saarland
2022-06-24,all,AllVaccinations_1boosterrel,0.761689893505124,Booster 1+2,Saarland
2022-06-25,all,AllVaccinations_1boosterrel,0.761780341486863,Booster 1+2,Saarland
2022-06-26,all,AllVaccinations_1boosterrel,0.76179965060656,Booster 1+2,Saarland
2022-06-27,all,AllVaccinations_1boosterrel,0.762018148539977,Booster 1+2,Saarland
2022-06-28,all,AllVaccinations_1boosterrel,0.762665512184563,Booster 1+2,Saarland
2022-06-29,all,AllVaccinations_1boosterrel,0.763144175099163,Booster 1+2,Saarland
2022-06-30,all,AllVaccinations_1boosterrel,0.763722432420622,Booster 1+2,Saarland
2022-07-01,all,AllVaccinations_1boosterrel,0.764055768802763,Booster 1+2,Saarland
2022-07-02,all,AllVaccinations_1boosterrel,0.764121826317517,Booster 1+2,Saarland
2022-07-04,all,AllVaccinations_1boosterrel,0.764355568292799,Booster 1+2,Saarland
2022-07-05,all,AllVaccinations_1boosterrel,0.765033420021118,Booster 1+2,Saarland
2022-07-06,all,AllVaccinations_1boosterrel,0.765568994025352,Booster 1+2,Saarland
2022-07-07,all,AllVaccinations_1boosterrel,0.766216357669938,Booster 1+2,Saarland
2022-07-08,all,AllVaccinations_1boosterrel,0.766588312291474,Booster 1+2,Saarland
2022-07-09,all,AllVaccinations_1boosterrel,0.766650304728397,Booster 1+2,Saarland
2022-07-11,all,AllVaccinations_1boosterrel,0.766941974062771,Booster 1+2,Saarland
2022-07-12,all,AllVaccinations_1boosterrel,0.767611695635428,Booster 1+2,Saarland
2022-07-13,all,AllVaccinations_1boosterrel,0.768267189435676,Booster 1+2,Saarland
2022-07-14,all,AllVaccinations_1boosterrel,0.769173701791988,Booster 1+2,Saarland
2022-07-15,all,AllVaccinations_1boosterrel,0.769887122951328,Booster 1+2,Saarland
2022-07-16,all,AllVaccinations_1boosterrel,0.77011171850149,Booster 1+2,Saarland
2022-07-17,all,AllVaccinations_1boosterrel,0.770121881196068,Booster 1+2,Saarland
2022-07-18,all,AllVaccinations_1boosterrel,0.770583267529886,Booster 1+2,Saarland
2022-07-19,all,AllVaccinations_1boosterrel,0.771349534701029,Booster 1+2,Saarland
2022-07-20,all,AllVaccinations_1boosterrel,0.772145273686446,Booster 1+2,Saarland
2022-07-21,all,AllVaccinations_1boosterrel,0.773144266563414,Booster 1+2,Saarland
2022-07-22,all,AllVaccinations_1boosterrel,0.773851590106007,Booster 1+2,Saarland
2022-07-23,all,AllVaccinations_1boosterrel,0.773972526171479,Booster 1+2,Saarland
2022-07-25,all,AllVaccinations_1boosterrel,0.774245902655614,Booster 1+2,Saarland
2022-07-26,all,AllVaccinations_1boosterrel,0.775225586412884,Booster 1+2,Saarland
2022-07-27,all,AllVaccinations_1boosterrel,0.775911568296864,Booster 1+2,Saarland
2022-07-28,all,AllVaccinations_1boosterrel,0.77663616842024,Booster 1+2,Saarland
2022-07-29,all,AllVaccinations_1boosterrel,0.777133124185079,Booster 1+2,Saarland
2022-07-30,all,AllVaccinations_1boosterrel,0.777214425741699,Booster 1+2,Saarland
2022-07-31,all,AllVaccinations_1boosterrel,0.777228653514107,Booster 1+2,Saarland
2022-08-01,all,AllVaccinations_1boosterrel,0.77743495621403,Booster 1+2,Saarland
2022-08-02,all,AllVaccinations_1boosterrel,0.778158540067948,Booster 1+2,Saarland
2022-08-03,all,AllVaccinations_1boosterrel,0.778688016455435,Booster 1+2,Saarland
2022-08-04,all,AllVaccinations_1boosterrel,0.779109768280401,Booster 1+2,Saarland
2022-08-05,all,AllVaccinations_1boosterrel,0.77955286176398,Booster 1+2,Saarland
2022-08-06,all,AllVaccinations_1boosterrel,0.779634163320599,Booster 1+2,Saarland
2022-08-08,all,AllVaccinations_1boosterrel,0.779851644984558,Booster 1+2,Saarland
2022-08-09,all,AllVaccinations_1boosterrel,0.78031099877946,Booster 1+2,Saarland
2022-08-10,all,AllVaccinations_1boosterrel,0.780687018478828,Booster 1+2,Saarland
2022-08-11,all,AllVaccinations_1boosterrel,0.781181941704751,Booster 1+2,Saarland
2022-08-12,all,AllVaccinations_1boosterrel,0.781507147931231,Booster 1+2,Saarland
2022-08-13,all,AllVaccinations_1boosterrel,0.781573205445985,Booster 1+2,Saarland
2022-08-14,all,AllVaccinations_1boosterrel,0.781580319332189,Booster 1+2,Saarland
2022-08-15,all,AllVaccinations_1boosterrel,0.781592514565682,Booster 1+2,Saarland
2022-08-16,all,AllVaccinations_1boosterrel,0.781824224002049,Booster 1+2,Saarland
2022-08-17,all,AllVaccinations_1boosterrel,0.782130121108831,Booster 1+2,Saarland
2022-08-18,all,AllVaccinations_1boosterrel,0.782531547544642,Booster 1+2,Saarland
2022-08-19,all,AllVaccinations_1boosterrel,0.782994966417376,Booster 1+2,Saarland
2022-08-20,all,AllVaccinations_1boosterrel,0.783110821135559,Booster 1+2,Saarland
2022-08-22,all,AllVaccinations_1boosterrel,0.783237854817778,Booster 1+2,Saarland
2022-08-23,all,AllVaccinations_1boosterrel,0.783696192343223,Booster 1+2,Saarland
2022-08-24,all,AllVaccinations_1boosterrel,0.784039691419942,Booster 1+2,Saarland
2022-08-25,all,AllVaccinations_1boosterrel,0.784533598376408,Booster 1+2,Saarland
2022-08-26,all,AllVaccinations_1boosterrel,0.784827300249697,Booster 1+2,Saarland
2022-08-27,all,AllVaccinations_1boosterrel,0.784890308956078,Booster 1+2,Saarland
2022-08-29,all,AllVaccinations_1boosterrel,0.785104741811663,Booster 1+2,Saarland
2022-08-30,all,AllVaccinations_1boosterrel,0.785566128145481,Booster 1+2,Saarland
2022-08-31,all,AllVaccinations_1boosterrel,0.785980766084243,Booster 1+2,Saarland
2022-09-01,all,AllVaccinations_1boosterrel,0.786322232622046,Booster 1+2,Saarland
2022-09-02,all,AllVaccinations_1boosterrel,0.786559023405702,Booster 1+2,Saarland
2022-09-03,all,AllVaccinations_1boosterrel,0.786606788070216,Booster 1+2,Saarland
2022-09-05,all,AllVaccinations_1boosterrel,0.786763293566709,Booster 1+2,Saarland
2022-09-06,all,AllVaccinations_1boosterrel,0.787038702589759,Booster 1+2,Saarland
2022-09-07,all,AllVaccinations_1boosterrel,0.787428950061535,Booster 1+2,Saarland
2022-09-08,all,AllVaccinations_1boosterrel,0.787685049964888,Booster 1+2,Saarland
2022-09-09,all,AllVaccinations_1boosterrel,0.787904564167762,Booster 1+2,Saarland
2022-09-10,all,AllVaccinations_1boosterrel,0.787966556604684,Booster 1+2,Saarland
2022-09-12,all,AllVaccinations_1boosterrel,0.788189119615931,Booster 1+2,Saarland
2022-09-13,all,AllVaccinations_1boosterrel,0.789046851038272,Booster 1+2,Saarland
2022-09-14,all,AllVaccinations_1boosterrel,0.789822264634534,Booster 1+2,Saarland
2022-09-15,all,AllVaccinations_1boosterrel,0.790764346421868,Booster 1+2,Saarland
2022-09-16,all,AllVaccinations_1boosterrel,0.79140459618025,Booster 1+2,Saarland
2022-09-17,all,AllVaccinations_1boosterrel,0.791863949975152,Booster 1+2,Saarland
2022-09-19,all,AllVaccinations_1boosterrel,0.792283669261203,Booster 1+2,Saarland
2022-09-20,all,AllVaccinations_1boosterrel,0.793164774881071,Booster 1+2,Saarland
2022-09-21,all,AllVaccinations_1boosterrel,0.793875147232038,Booster 1+2,Saarland
2022-09-22,all,AllVaccinations_1boosterrel,0.794897514306533,Booster 1+2,Saarland
2022-09-23,all,AllVaccinations_1boosterrel,0.795649553705268,Booster 1+2,Saarland
2022-09-24,all,AllVaccinations_1boosterrel,0.795906669878078,Booster 1+2,Saarland
2022-09-26,all,AllVaccinations_1boosterrel,0.796396511756713,Booster 1+2,Saarland
2022-09-27,all,AllVaccinations_1boosterrel,0.797577416866618,Booster 1+2,Saarland
2022-09-28,all,AllVaccinations_1boosterrel,0.798851818766635,Booster 1+2,Saarland
2022-09-29,all,AllVaccinations_1boosterrel,0.800410776114822,Booster 1+2,Saarland
2022-09-30,all,AllVaccinations_1boosterrel,0.801392492411008,Booster 1+2,Saarland
2021-01-15,all,AllVaccinations_vollrel,1.13763411380365e-05,Basic Immunisation,Germany
2021-01-16,all,AllVaccinations_vollrel,2.59755780741637e-05,Basic Immunisation,Germany
2021-01-17,all,AllVaccinations_vollrel,0.000230677564175281,Basic Immunisation,Germany
2021-01-18,all,AllVaccinations_vollrel,0.000419613817473052,Basic Immunisation,Germany
2021-01-19,all,AllVaccinations_vollrel,0.000853141405238608,Basic Immunisation,Germany
2021-01-20,all,AllVaccinations_vollrel,0.00150156879864551,Basic Immunisation,Germany
2021-01-21,all,AllVaccinations_vollrel,0.00199575417150647,Basic Immunisation,Germany
2021-01-22,all,AllVaccinations_vollrel,0.00239953010179264,Basic Immunisation,Germany
2021-01-23,all,AllVaccinations_vollrel,0.00295659801990814,Basic Immunisation,Germany
2021-01-24,all,AllVaccinations_vollrel,0.00322230653729177,Basic Immunisation,Germany
2021-01-25,all,AllVaccinations_vollrel,0.00368813523742177,Basic Immunisation,Germany
2021-01-26,all,AllVaccinations_vollrel,0.00425918908021332,Basic Immunisation,Germany
2021-01-27,all,AllVaccinations_vollrel,0.00496172023554414,Basic Immunisation,Germany
2021-01-28,all,AllVaccinations_vollrel,0.00551200564160694,Basic Immunisation,Germany
2021-01-29,all,AllVaccinations_vollrel,0.00620881254917697,Basic Immunisation,Germany
2021-01-30,all,AllVaccinations_vollrel,0.006853511966101,Basic Immunisation,Germany
2021-01-31,all,AllVaccinations_vollrel,0.00723161296157776,Basic Immunisation,Germany
2021-02-01,all,AllVaccinations_vollrel,0.0079789640148171,Basic Immunisation,Germany
2021-02-02,all,AllVaccinations_vollrel,0.0087892817934251,Basic Immunisation,Germany
2021-02-03,all,AllVaccinations_vollrel,0.00997470616059298,Basic Immunisation,Germany
2021-02-04,all,AllVaccinations_vollrel,0.0108475457125378,Basic Immunisation,Germany
2021-02-05,all,AllVaccinations_vollrel,0.011787320480946,Basic Immunisation,Germany
2021-02-06,all,AllVaccinations_vollrel,0.0123714823700805,Basic Immunisation,Germany
2021-02-07,all,AllVaccinations_vollrel,0.0126753244791647,Basic Immunisation,Germany
2021-02-08,all,AllVaccinations_vollrel,0.01335470610311,Basic Immunisation,Germany
2021-02-09,all,AllVaccinations_vollrel,0.014251116087011,Basic Immunisation,Germany
2021-02-10,all,AllVaccinations_vollrel,0.0151847938100101,Basic Immunisation,Germany
2021-02-11,all,AllVaccinations_vollrel,0.0160152787388174,Basic Immunisation,Germany
2021-02-12,all,AllVaccinations_vollrel,0.0169307855828952,Basic Immunisation,Germany
2021-02-13,all,AllVaccinations_vollrel,0.0174822735620169,Basic Immunisation,Germany
2021-02-14,all,AllVaccinations_vollrel,0.0177923810767385,Basic Immunisation,Germany
2021-02-15,all,AllVaccinations_vollrel,0.018463368740732,Basic Immunisation,Germany
2021-02-16,all,AllVaccinations_vollrel,0.0191452276651788,Basic Immunisation,Germany
2021-02-17,all,AllVaccinations_vollrel,0.0198246333405852,Basic Immunisation,Germany
2021-02-18,all,AllVaccinations_vollrel,0.0204663864535148,Basic Immunisation,Germany
2021-02-19,all,AllVaccinations_vollrel,0.0211373741175083,Basic Immunisation,Germany
2021-02-20,all,AllVaccinations_vollrel,0.0215745695531038,Basic Immunisation,Germany
2021-02-21,all,AllVaccinations_vollrel,0.0219150540632953,Basic Immunisation,Germany
2021-02-22,all,AllVaccinations_vollrel,0.0226179459905439,Basic Immunisation,Germany
2021-02-23,all,AllVaccinations_vollrel,0.0233467653929442,Basic Immunisation,Germany
2021-02-24,all,AllVaccinations_vollrel,0.0240619476168556,Basic Immunisation,Germany
2021-02-25,all,AllVaccinations_vollrel,0.0247778153074106,Basic Immunisation,Germany
2021-02-26,all,AllVaccinations_vollrel,0.0255930876870216,Basic Immunisation,Germany
2021-02-27,all,AllVaccinations_vollrel,0.0260713990955039,Basic Immunisation,Germany
2021-02-28,all,AllVaccinations_vollrel,0.0263614957945238,Basic Immunisation,Germany
2021-03-01,all,AllVaccinations_vollrel,0.0269632753789726,Basic Immunisation,Germany
2021-03-02,all,AllVaccinations_vollrel,0.0275924736291662,Basic Immunisation,Germany
2021-03-03,all,AllVaccinations_vollrel,0.0284456871887884,Basic Immunisation,Germany
2021-03-04,all,AllVaccinations_vollrel,0.0292054127188047,Basic Immunisation,Germany
2021-03-05,all,AllVaccinations_vollrel,0.0300180153862248,Basic Immunisation,Germany
2021-03-06,all,AllVaccinations_vollrel,0.0306036444144913,Basic Immunisation,Germany
2021-03-07,all,AllVaccinations_vollrel,0.031006963367015,Basic Immunisation,Germany
2021-03-08,all,AllVaccinations_vollrel,0.0316333235447895,Basic Immunisation,Germany
2021-03-09,all,AllVaccinations_vollrel,0.0322952438079182,Basic Immunisation,Germany
2021-03-10,all,AllVaccinations_vollrel,0.0331074376004983,Basic Immunisation,Germany
2021-03-11,all,AllVaccinations_vollrel,0.0338406463945639,Basic Immunisation,Germany
2021-03-12,all,AllVaccinations_vollrel,0.0346977923680889,Basic Immunisation,Germany
2021-03-13,all,AllVaccinations_vollrel,0.0353033239804817,Basic Immunisation,Germany
2021-03-14,all,AllVaccinations_vollrel,0.0357328109227691,Basic Immunisation,Germany
2021-03-15,all,AllVaccinations_vollrel,0.0364471393198086,Basic Immunisation,Germany
2021-03-16,all,AllVaccinations_vollrel,0.0372701562699195,Basic Immunisation,Germany
2021-03-17,all,AllVaccinations_vollrel,0.0382485817364436,Basic Immunisation,Germany
2021-03-18,all,AllVaccinations_vollrel,0.0391610580964127,Basic Immunisation,Germany
2021-03-19,all,AllVaccinations_vollrel,0.040181321079659,Basic Immunisation,Germany
2021-03-20,all,AllVaccinations_vollrel,0.0408232906557392,Basic Immunisation,Germany
2021-03-21,all,AllVaccinations_vollrel,0.0412839843689073,Basic Immunisation,Germany
2021-03-22,all,AllVaccinations_vollrel,0.0422098694184841,Basic Immunisation,Germany
2021-03-23,all,AllVaccinations_vollrel,0.0432264284767088,Basic Immunisation,Germany
2021-03-24,all,AllVaccinations_vollrel,0.0443039579890241,Basic Immunisation,Germany
2021-03-25,all,AllVaccinations_vollrel,0.0452827562531965,Basic Immunisation,Germany
2021-03-26,all,AllVaccinations_vollrel,0.0463550305212441,Basic Immunisation,Germany
2021-03-27,all,AllVaccinations_vollrel,0.0471068070433405,Basic Immunisation,Germany
2021-03-28,all,AllVaccinations_vollrel,0.0477487766194207,Basic Immunisation,Germany
2021-03-29,all,AllVaccinations_vollrel,0.0488216641997283,Basic Immunisation,Germany
2021-03-30,all,AllVaccinations_vollrel,0.0499353791353887,Basic Immunisation,Germany
2021-03-31,all,AllVaccinations_vollrel,0.0511596826895537,Basic Immunisation,Germany
2021-04-01,all,AllVaccinations_vollrel,0.0522531342691701,Basic Immunisation,Germany
2021-04-02,all,AllVaccinations_vollrel,0.0530715573901957,Basic Immunisation,Germany
2021-04-03,all,AllVaccinations_vollrel,0.0538509209382653,Basic Immunisation,Germany
2021-04-04,all,AllVaccinations_vollrel,0.0544596393692644,Basic Immunisation,Germany
2021-04-05,all,AllVaccinations_vollrel,0.0553076578132717,Basic Immunisation,Germany
2021-04-06,all,AllVaccinations_vollrel,0.0564473483270062,Basic Immunisation,Germany
2021-04-07,all,AllVaccinations_vollrel,0.0576074946084741,Basic Immunisation,Germany
2021-04-08,all,AllVaccinations_vollrel,0.0586544667393606,Basic Immunisation,Germany
2021-04-09,all,AllVaccinations_vollrel,0.0597252377910845,Basic Immunisation,Germany
2021-04-10,all,AllVaccinations_vollrel,0.0605098806348831,Basic Immunisation,Germany
2021-04-11,all,AllVaccinations_vollrel,0.0611165667174124,Basic Immunisation,Germany
2021-04-12,all,AllVaccinations_vollrel,0.0620408042418985,Basic Immunisation,Germany
2021-04-13,all,AllVaccinations_vollrel,0.0629303114564409,Basic Immunisation,Germany
2021-04-14,all,AllVaccinations_vollrel,0.0639411823440965,Basic Immunisation,Germany
2021-04-15,all,AllVaccinations_vollrel,0.0647914736511853,Basic Immunisation,Germany
2021-04-16,all,AllVaccinations_vollrel,0.0656898678806337,Basic Immunisation,Germany
2021-04-17,all,AllVaccinations_vollrel,0.0663705482834827,Basic Immunisation,Germany
2021-04-18,all,AllVaccinations_vollrel,0.0668411391729263,Basic Immunisation,Germany
2021-04-19,all,AllVaccinations_vollrel,0.0675886225092021,Basic Immunisation,Germany
2021-04-20,all,AllVaccinations_vollrel,0.0683534710004498,Basic Immunisation,Germany
2021-04-21,all,AllVaccinations_vollrel,0.0692489309516342,Basic Immunisation,Germany
2021-04-22,all,AllVaccinations_vollrel,0.0700671857124315,Basic Immunisation,Germany
2021-04-23,all,AllVaccinations_vollrel,0.0709071709684048,Basic Immunisation,Germany
2021-04-24,all,AllVaccinations_vollrel,0.0716179758263814,Basic Immunisation,Germany
2021-04-25,all,AllVaccinations_vollrel,0.0722105076240065,Basic Immunisation,Germany
2021-04-26,all,AllVaccinations_vollrel,0.0731112949738423,Basic Immunisation,Germany
2021-04-27,all,AllVaccinations_vollrel,0.074251947546024,Basic Immunisation,Germany
2021-04-28,all,AllVaccinations_vollrel,0.0758528248278808,Basic Immunisation,Germany
2021-04-29,all,AllVaccinations_vollrel,0.0775019493408643,Basic Immunisation,Germany
2021-04-30,all,AllVaccinations_vollrel,0.0791541644666094,Basic Immunisation,Germany
2021-05-01,all,AllVaccinations_vollrel,0.0800320668511326,Basic Immunisation,Germany
2021-05-02,all,AllVaccinations_vollrel,0.0808149900154568,Basic Immunisation,Germany
2021-05-03,all,AllVaccinations_vollrel,0.0822143401040882,Basic Immunisation,Germany
2021-05-04,all,AllVaccinations_vollrel,0.0841849484729312,Basic Immunisation,Germany
2021-05-05,all,AllVaccinations_vollrel,0.0870526883695107,Basic Immunisation,Germany
2021-05-06,all,AllVaccinations_vollrel,0.0897413170346843,Basic Immunisation,Germany
2021-05-07,all,AllVaccinations_vollrel,0.0925501428771038,Basic Immunisation,Germany
2021-05-08,all,AllVaccinations_vollrel,0.0943733518661066,Basic Immunisation,Germany
2021-05-09,all,AllVaccinations_vollrel,0.0955892133573975,Basic Immunisation,Germany
2021-05-10,all,AllVaccinations_vollrel,0.0979041544702208,Basic Immunisation,Germany
2021-05-11,all,AllVaccinations_vollrel,0.101503227146894,Basic Immunisation,Germany
2021-05-12,all,AllVaccinations_vollrel,0.105996064146738,Basic Immunisation,Germany
2021-05-13,all,AllVaccinations_vollrel,0.107857106084177,Basic Immunisation,Germany
2021-05-14,all,AllVaccinations_vollrel,0.110536607219833,Basic Immunisation,Germany
2021-05-15,all,AllVaccinations_vollrel,0.112454290348349,Basic Immunisation,Germany
2021-05-16,all,AllVaccinations_vollrel,0.113842480558993,Basic Immunisation,Germany
2021-05-17,all,AllVaccinations_vollrel,0.116239834003549,Basic Immunisation,Germany
2021-05-18,all,AllVaccinations_vollrel,0.120731011452572,Basic Immunisation,Germany
2021-05-19,all,AllVaccinations_vollrel,0.12756631646256,Basic Immunisation,Germany
2021-05-20,all,AllVaccinations_vollrel,0.133599565370855,Basic Immunisation,Germany
2021-05-21,all,AllVaccinations_vollrel,0.138709226144116,Basic Immunisation,Germany
2021-05-22,all,AllVaccinations_vollrel,0.141250347197874,Basic Immunisation,Germany
2021-05-23,all,AllVaccinations_vollrel,0.143047219836885,Basic Immunisation,Germany
2021-05-24,all,AllVaccinations_vollrel,0.145143064164091,Basic Immunisation,Germany
2021-05-25,all,AllVaccinations_vollrel,0.14988879025251,Basic Immunisation,Germany
2021-05-26,all,AllVaccinations_vollrel,0.159037761647879,Basic Immunisation,Germany
2021-05-27,all,AllVaccinations_vollrel,0.166691357495856,Basic Immunisation,Germany
2021-05-28,all,AllVaccinations_vollrel,0.172999767145779,Basic Immunisation,Germany
2021-05-29,all,AllVaccinations_vollrel,0.175919915176269,Basic Immunisation,Germany
2021-05-30,all,AllVaccinations_vollrel,0.178006451587998,Basic Immunisation,Germany
2021-05-31,all,AllVaccinations_vollrel,0.182549832733512,Basic Immunisation,Germany
2021-06-01,all,AllVaccinations_vollrel,0.189850389208562,Basic Immunisation,Germany
2021-06-02,all,AllVaccinations_vollrel,0.198985951914323,Basic Immunisation,Germany
2021-06-03,all,AllVaccinations_vollrel,0.203824264102553,Basic Immunisation,Germany
2021-06-04,all,AllVaccinations_vollrel,0.209951975124632,Basic Immunisation,Germany
2021-06-05,all,AllVaccinations_vollrel,0.213702223260551,Basic Immunisation,Germany
2021-06-06,all,AllVaccinations_vollrel,0.216274346647769,Basic Immunisation,Germany
2021-06-07,all,AllVaccinations_vollrel,0.221286731286289,Basic Immunisation,Germany
2021-06-08,all,AllVaccinations_vollrel,0.230603822395304,Basic Immunisation,Germany
2021-06-09,all,AllVaccinations_vollrel,0.242895045039428,Basic Immunisation,Germany
2021-06-10,all,AllVaccinations_vollrel,0.252444605546476,Basic Immunisation,Germany
2021-06-11,all,AllVaccinations_vollrel,0.26043919098533,Basic Immunisation,Germany
2021-06-12,all,AllVaccinations_vollrel,0.26402474674082,Basic Immunisation,Germany
2021-06-13,all,AllVaccinations_vollrel,0.266428906748889,Basic Immunisation,Germany
2021-06-14,all,AllVaccinations_vollrel,0.271603025438112,Basic Immunisation,Germany
2021-06-15,all,AllVaccinations_vollrel,0.280722690128033,Basic Immunisation,Germany
2021-06-16,all,AllVaccinations_vollrel,0.292123840348277,Basic Immunisation,Germany
2021-06-17,all,AllVaccinations_vollrel,0.301095576526212,Basic Immunisation,Germany
2021-06-18,all,AllVaccinations_vollrel,0.308539239195281,Basic Immunisation,Germany
2021-06-19,all,AllVaccinations_vollrel,0.312153151623502,Basic Immunisation,Germany
2021-06-20,all,AllVaccinations_vollrel,0.314706695256959,Basic Immunisation,Germany
2021-06-21,all,AllVaccinations_vollrel,0.31970605602925,Basic Immunisation,Germany
2021-06-22,all,AllVaccinations_vollrel,0.328762284990309,Basic Immunisation,Germany
2021-06-23,all,AllVaccinations_vollrel,0.33951285521137,Basic Immunisation,Germany
2021-06-24,all,AllVaccinations_vollrel,0.345796708319428,Basic Immunisation,Germany
2021-06-25,all,AllVaccinations_vollrel,0.351981842205074,Basic Immunisation,Germany
