datum,agegroup2,outcome,value,type,region,scenario
2020-03-04,all,reported,0,modelled,Saarland,observed
2020-03-05,all,reported,0,modelled,Saarland,observed
2020-03-06,all,reported,0,modelled,Saarland,observed
2020-03-07,all,reported,0,modelled,Saarland,observed
2020-03-08,all,reported,0.00801684810046738,modelled,Saarland,observed
2020-03-09,all,reported,0.148335533617805,modelled,Saarland,observed
2020-03-10,all,reported,0.564797915344825,modelled,Saarland,observed
2020-03-11,all,reported,1.32573664553986,modelled,Saarland,observed
2020-03-12,all,reported,2.51408469018865,modelled,Saarland,observed
2020-03-13,all,reported,4.28381488316862,modelled,Saarland,observed
2020-03-14,all,reported,6.68777898422001,modelled,Saarland,observed
2020-03-15,all,reported,9.42284487334393,modelled,Saarland,observed
2020-03-16,all,reported,12.1208281214588,modelled,Saarland,observed
2020-03-17,all,reported,14.6571452019118,modelled,Saarland,observed
2020-03-18,all,reported,17.0728728256294,modelled,Saarland,observed
2020-03-19,all,reported,19.5850553354139,modelled,Saarland,observed
2020-03-20,all,reported,22.5663196734671,modelled,Saarland,observed
2020-03-21,all,reported,26.3029990749655,modelled,Saarland,observed
2020-03-22,all,reported,30.8850537049485,modelled,Saarland,observed
2020-03-23,all,reported,36.3287981322168,modelled,Saarland,observed
2020-03-24,all,reported,42.6929280952938,modelled,Saarland,observed
2020-03-25,all,reported,46.1948376450748,modelled,Saarland,observed
2020-03-26,all,reported,53.5910712385432,modelled,Saarland,observed
2020-03-27,all,reported,60.7546497287693,modelled,Saarland,observed
2020-03-28,all,reported,67.044412223446,modelled,Saarland,observed
2020-03-29,all,reported,72.3914059989485,modelled,Saarland,observed
2020-03-30,all,reported,77.0036418835648,modelled,Saarland,observed
2020-03-31,all,reported,81.0611795783765,modelled,Saarland,observed
2020-04-01,all,reported,76.8843387737294,modelled,Saarland,observed
2020-04-02,all,reported,79.8238463373135,modelled,Saarland,observed
2020-04-03,all,reported,82.5073983203244,modelled,Saarland,observed
2020-04-04,all,reported,84.7015765979644,modelled,Saarland,observed
2020-04-05,all,reported,85.8160889668416,modelled,Saarland,observed
2020-04-06,all,reported,85.5058040508489,modelled,Saarland,observed
2020-04-07,all,reported,83.9204374169162,modelled,Saarland,observed
2020-04-08,all,reported,81.1422583937465,modelled,Saarland,observed
2020-04-09,all,reported,78.0727022757926,modelled,Saarland,observed
2020-04-10,all,reported,74.6623289379757,modelled,Saarland,observed
2020-04-11,all,reported,71.0868245073616,modelled,Saarland,observed
2020-04-12,all,reported,67.4752443072,modelled,Saarland,observed
2020-04-13,all,reported,63.9134114650678,modelled,Saarland,observed
2020-04-14,all,reported,60.4537733477444,modelled,Saarland,observed
2020-04-15,all,reported,57.3197100911878,modelled,Saarland,observed
2020-04-16,all,reported,54.1641289506479,modelled,Saarland,observed
2020-04-17,all,reported,51.177023064987,modelled,Saarland,observed
2020-04-18,all,reported,48.3553230493722,modelled,Saarland,observed
2020-04-19,all,reported,45.694410732621,modelled,Saarland,observed
2020-04-20,all,reported,43.1886412053238,modelled,Saarland,observed
2020-04-21,all,reported,40.8274409893893,modelled,Saarland,observed
2020-04-22,all,reported,46.3636172306665,modelled,Saarland,observed
2020-04-23,all,reported,43.6490066058514,modelled,Saarland,observed
2020-04-24,all,reported,40.9026073492237,modelled,Saarland,observed
2020-04-25,all,reported,38.1547783354786,modelled,Saarland,observed
2020-04-26,all,reported,35.4512238134575,modelled,Saarland,observed
2020-04-27,all,reported,32.8356586507389,modelled,Saarland,observed
2020-04-28,all,reported,30.3377122410607,modelled,Saarland,observed
2020-04-29,all,reported,27.7061312552723,modelled,Saarland,observed
2020-04-30,all,reported,25.5145863231746,modelled,Saarland,observed
2020-05-01,all,reported,23.472377441336,modelled,Saarland,observed
2020-05-02,all,reported,21.5777648687863,modelled,Saarland,observed
2020-05-03,all,reported,19.8280314567323,modelled,Saarland,observed
2020-05-04,all,reported,18.2558750859357,modelled,Saarland,observed
2020-05-05,all,reported,16.9268840080622,modelled,Saarland,observed
2020-05-06,all,reported,18.7484932612706,modelled,Saarland,observed
2020-05-07,all,reported,17.7704392229116,modelled,Saarland,observed
2020-05-08,all,reported,17.0005441178746,modelled,Saarland,observed
2020-05-09,all,reported,16.3840791763505,modelled,Saarland,observed
2020-05-10,all,reported,15.8809346771191,modelled,Saarland,observed
2020-05-11,all,reported,15.4349515728195,modelled,Saarland,observed
2020-05-12,all,reported,14.9731506859425,modelled,Saarland,observed
2020-05-13,all,reported,13.8519653074404,modelled,Saarland,observed
2020-05-14,all,reported,13.2927059184703,modelled,Saarland,observed
2020-05-15,all,reported,12.696609820081,modelled,Saarland,observed
2020-05-16,all,reported,12.0855111362248,modelled,Saarland,observed
2020-05-17,all,reported,11.4756429839504,modelled,Saarland,observed
2020-05-18,all,reported,10.8822374558504,modelled,Saarland,observed
2020-05-19,all,reported,10.3201753850558,modelled,Saarland,observed
2020-05-20,all,reported,10.1739679751636,modelled,Saarland,observed
2020-05-21,all,reported,9.67202814020629,modelled,Saarland,observed
2020-05-22,all,reported,9.20730342349043,modelled,Saarland,observed
2020-05-23,all,reported,8.77623803195411,modelled,Saarland,observed
2020-05-24,all,reported,8.37410405954825,modelled,Saarland,observed
2020-05-25,all,reported,7.99709739449327,modelled,Saarland,observed
2020-05-26,all,reported,7.64325573325323,modelled,Saarland,observed
2020-05-27,all,reported,7.37050345088392,modelled,Saarland,observed
2020-05-28,all,reported,7.05352521293298,modelled,Saarland,observed
2020-05-29,all,reported,6.75392372511624,modelled,Saarland,observed
2020-05-30,all,reported,6.4803708224149,modelled,Saarland,observed
2020-05-31,all,reported,6.25222379021034,modelled,Saarland,observed
2020-06-01,all,reported,6.07927180040588,modelled,Saarland,observed
2020-06-02,all,reported,5.95521314159578,modelled,Saarland,observed
2020-06-03,all,reported,5.86904259481116,modelled,Saarland,observed
2020-06-04,all,reported,5.8124608204721,modelled,Saarland,observed
2020-06-05,all,reported,5.77998127233741,modelled,Saarland,observed
2020-06-06,all,reported,5.76640287692226,modelled,Saarland,observed
2020-06-07,all,reported,5.76683690718255,modelled,Saarland,observed
2020-06-08,all,reported,5.77774361436968,modelled,Saarland,observed
2020-06-09,all,reported,5.79641137518456,modelled,Saarland,observed
2020-06-10,all,reported,5.81418296709944,modelled,Saarland,observed
2020-06-11,all,reported,5.81567530835355,modelled,Saarland,observed
2020-06-12,all,reported,5.79166227232008,modelled,Saarland,observed
2020-06-13,all,reported,5.74425425513073,modelled,Saarland,observed
2020-06-14,all,reported,5.68054704133601,modelled,Saarland,observed
2020-06-15,all,reported,5.60702529787614,modelled,Saarland,observed
2020-06-16,all,reported,5.52821598788978,modelled,Saarland,observed
2020-06-17,all,reported,5.44744446124059,modelled,Saarland,observed
2020-06-18,all,reported,5.3670789429998,modelled,Saarland,observed
2020-06-19,all,reported,5.288174094836,modelled,Saarland,observed
2020-06-20,all,reported,5.21128003248214,modelled,Saarland,observed
2020-06-21,all,reported,5.13693493479286,modelled,Saarland,observed
2020-06-22,all,reported,5.06528805591734,modelled,Saarland,observed
2020-06-23,all,reported,4.99626050569123,modelled,Saarland,observed
2020-06-24,all,reported,4.92964597523314,modelled,Saarland,observed
2020-06-25,all,reported,4.86525881073112,modelled,Saarland,observed
2020-06-26,all,reported,4.80292066913899,modelled,Saarland,observed
2020-06-27,all,reported,4.74242589608184,modelled,Saarland,observed
2020-06-28,all,reported,4.68358814228395,modelled,Saarland,observed
2020-06-29,all,reported,4.62623623117952,modelled,Saarland,observed
2020-06-30,all,reported,4.57046264755036,modelled,Saarland,observed
2020-07-01,all,reported,4.88963338995245,modelled,Saarland,observed
2020-07-02,all,reported,4.83286347523108,modelled,Saarland,observed
2020-07-03,all,reported,4.77880654777209,modelled,Saarland,observed
2020-07-04,all,reported,4.72795383631592,modelled,Saarland,observed
2020-07-05,all,reported,4.68016083190923,modelled,Saarland,observed
2020-07-06,all,reported,4.63508296927057,modelled,Saarland,observed
2020-07-07,all,reported,4.59252113263347,modelled,Saarland,observed
2020-07-08,all,reported,4.55235536238797,modelled,Saarland,observed
2020-07-09,all,reported,4.51432756812574,modelled,Saarland,observed
2020-07-10,all,reported,4.47809085684321,modelled,Saarland,observed
2020-07-11,all,reported,4.44331472409885,modelled,Saarland,observed
2020-07-12,all,reported,4.40972238472568,modelled,Saarland,observed
2020-07-13,all,reported,4.37708050656556,modelled,Saarland,observed
2020-07-14,all,reported,4.34518792144308,modelled,Saarland,observed
2020-07-15,all,reported,4.31388492495535,modelled,Saarland,observed
2020-07-16,all,reported,4.28305029594503,modelled,Saarland,observed
2020-07-17,all,reported,4.25259390605834,modelled,Saarland,observed
2020-07-18,all,reported,4.22244860366527,modelled,Saarland,observed
2020-07-19,all,reported,4.19256533889802,modelled,Saarland,observed
2020-07-20,all,reported,4.16291487212038,modelled,Saarland,observed
2020-07-21,all,reported,4.13355181207362,modelled,Saarland,observed
2020-07-22,all,reported,4.10460102943625,modelled,Saarland,observed
2020-07-23,all,reported,4.07617784707327,modelled,Saarland,observed
2020-07-24,all,reported,4.04840621812718,modelled,Saarland,observed
2020-07-25,all,reported,4.02146982565046,modelled,Saarland,observed
2020-07-26,all,reported,3.99561895788929,modelled,Saarland,observed
2020-07-27,all,reported,3.9710385301828,modelled,Saarland,observed
2020-07-28,all,reported,3.94773338287268,modelled,Saarland,observed
2020-07-29,all,reported,3.92557905043668,modelled,Saarland,observed
2020-07-30,all,reported,3.90440757308033,modelled,Saarland,observed
2020-07-31,all,reported,3.88404923084227,modelled,Saarland,observed
2020-08-01,all,reported,3.86434169622544,modelled,Saarland,observed
2020-08-02,all,reported,3.84513623290468,modelled,Saarland,observed
2020-08-03,all,reported,3.82630797290403,modelled,Saarland,observed
2020-08-04,all,reported,3.80775788243636,modelled,Saarland,observed
2020-08-05,all,reported,3.74114244896191,modelled,Saarland,observed
2020-08-06,all,reported,3.72317072564238,modelled,Saarland,observed
2020-08-07,all,reported,3.70530038089873,modelled,Saarland,observed
2020-08-08,all,reported,3.68750296596318,modelled,Saarland,observed
2020-08-09,all,reported,3.66975983092834,modelled,Saarland,observed
2020-08-10,all,reported,3.65205701375498,modelled,Saarland,observed
2020-08-11,all,reported,3.63438733199246,modelled,Saarland,observed
2020-08-12,all,reported,3.61674935058181,modelled,Saarland,observed
2020-08-13,all,reported,3.5991415864105,modelled,Saarland,observed
2020-08-14,all,reported,3.58156371571158,modelled,Saarland,observed
2020-08-15,all,reported,3.56401660351412,modelled,Saarland,observed
2020-08-16,all,reported,3.54650540358944,modelled,Saarland,observed
2020-08-17,all,reported,3.52903646996583,modelled,Saarland,observed
2020-08-18,all,reported,3.51161440566239,modelled,Saarland,observed
2020-08-19,all,reported,3.57303821392088,modelled,Saarland,observed
2020-08-20,all,reported,3.56081483569142,modelled,Saarland,observed
2020-08-21,all,reported,3.56358806047547,modelled,Saarland,observed
2020-08-22,all,reported,3.58709614664303,modelled,Saarland,observed
2020-08-23,all,reported,3.62985521275323,modelled,Saarland,observed
2020-08-24,all,reported,3.68772336927395,modelled,Saarland,observed
2020-08-25,all,reported,3.75754061985253,modelled,Saarland,observed
2020-08-26,all,reported,3.83736860142835,modelled,Saarland,observed
2020-08-27,all,reported,3.92541927335151,modelled,Saarland,observed
2020-08-28,all,reported,4.02011727717127,modelled,Saarland,observed
2020-08-29,all,reported,4.1204365644453,modelled,Saarland,observed
2020-08-30,all,reported,4.22581220289567,modelled,Saarland,observed
2020-08-31,all,reported,4.33618489793798,modelled,Saarland,observed
2020-09-01,all,reported,4.45625359995574,modelled,Saarland,observed
2020-09-02,all,reported,4.12877823895951,modelled,Saarland,observed
2020-09-03,all,reported,4.27837194330505,modelled,Saarland,observed
2020-09-04,all,reported,4.45256877818611,modelled,Saarland,observed
2020-09-05,all,reported,4.65064554484525,modelled,Saarland,observed
2020-09-06,all,reported,4.87342729041166,modelled,Saarland,observed
2020-09-07,all,reported,5.12249614055827,modelled,Saarland,observed
2020-09-08,all,reported,5.39835224605804,modelled,Saarland,observed
2020-09-09,all,reported,5.70070675799252,modelled,Saarland,observed
2020-09-10,all,reported,6.02963559392265,modelled,Saarland,observed
2020-09-11,all,reported,6.38578285887297,modelled,Saarland,observed
2020-09-12,all,reported,6.76984381900957,modelled,Saarland,observed
2020-09-13,all,reported,7.182505964538,modelled,Saarland,observed
2020-09-14,all,reported,7.62466924609498,modelled,Saarland,observed
2020-09-15,all,reported,8.09811000823629,modelled,Saarland,observed
2020-09-16,all,reported,8.61404269073455,modelled,Saarland,observed
2020-09-17,all,reported,9.19477859421931,modelled,Saarland,observed
2020-09-18,all,reported,9.85636031511876,modelled,Saarland,observed
2020-09-19,all,reported,10.6011421067105,modelled,Saarland,observed
2020-09-20,all,reported,11.42622380803,modelled,Saarland,observed
2020-09-21,all,reported,12.3305269102784,modelled,Saarland,observed
2020-09-22,all,reported,13.3157510628189,modelled,Saarland,observed
2020-09-23,all,reported,16.3825096550831,modelled,Saarland,observed
2020-09-24,all,reported,17.6983101169399,modelled,Saarland,observed
2020-09-25,all,reported,19.1182731032941,modelled,Saarland,observed
2020-09-26,all,reported,20.6495122206975,modelled,Saarland,observed
2020-09-27,all,reported,22.3002725597803,modelled,Saarland,observed
2020-09-28,all,reported,24.0795941419874,modelled,Saarland,observed
2020-09-29,all,reported,25.9974759629836,modelled,Saarland,observed
2020-09-30,all,reported,28.0649465730689,modelled,Saarland,observed
2020-10-01,all,reported,30.2939821114223,modelled,Saarland,observed
2020-10-02,all,reported,32.6974991664683,modelled,Saarland,observed
2020-10-03,all,reported,35.2894101767683,modelled,Saarland,observed
2020-10-04,all,reported,38.0878720731776,modelled,Saarland,observed
2020-10-05,all,reported,41.1613785785344,modelled,Saarland,observed
2020-10-06,all,reported,44.638748244518,modelled,Saarland,observed
2020-10-07,all,reported,43.7189000568465,modelled,Saarland,observed
2020-10-08,all,reported,47.7447121826786,modelled,Saarland,observed
2020-10-09,all,reported,52.186743544642,modelled,Saarland,observed
2020-10-10,all,reported,57.0065705945513,modelled,Saarland,observed
2020-10-11,all,reported,62.1825536791271,modelled,Saarland,observed
2020-10-12,all,reported,67.7127569755835,modelled,Saarland,observed
2020-10-13,all,reported,73.6084973548996,modelled,Saarland,observed
2020-10-14,all,reported,74.1867075340651,modelled,Saarland,observed
2020-10-15,all,reported,80.4022485517489,modelled,Saarland,observed
2020-10-16,all,reported,87.0314127111506,modelled,Saarland,observed
2020-10-17,all,reported,94.1097733596507,modelled,Saarland,observed
2020-10-18,all,reported,101.676245806355,modelled,Saarland,observed
2020-10-19,all,reported,109.756009447062,modelled,Saarland,observed
2020-10-20,all,reported,118.115066278808,modelled,Saarland,observed
2020-10-21,all,reported,108.929921439633,modelled,Saarland,observed
2020-10-22,all,reported,115.360774552672,modelled,Saarland,observed
2020-10-23,all,reported,121.265544848055,modelled,Saarland,observed
2020-10-24,all,reported,126.812519929095,modelled,Saarland,observed
2020-10-25,all,reported,132.135372935508,modelled,Saarland,observed
2020-10-26,all,reported,137.31476581634,modelled,Saarland,observed
2020-10-27,all,reported,142.430410155815,modelled,Saarland,observed
2020-10-28,all,reported,141.303985541869,modelled,Saarland,observed
2020-10-29,all,reported,146.281377526194,modelled,Saarland,observed
2020-10-30,all,reported,151.359132113993,modelled,Saarland,observed
2020-10-31,all,reported,156.56187221689,modelled,Saarland,observed
2020-11-01,all,reported,161.89401041213,modelled,Saarland,observed
2020-11-02,all,reported,167.087846683516,modelled,Saarland,observed
2020-11-03,all,reported,171.569124708527,modelled,Saarland,observed
2020-11-04,all,reported,165.883845280347,modelled,Saarland,observed
2020-11-05,all,reported,168.173753631866,modelled,Saarland,observed
2020-11-06,all,reported,169.773660508527,modelled,Saarland,observed
2020-11-07,all,reported,170.906183604255,modelled,Saarland,observed
2020-11-08,all,reported,171.722552809485,modelled,Saarland,observed
2020-11-09,all,reported,172.348886642396,modelled,Saarland,observed
2020-11-10,all,reported,172.882090975916,modelled,Saarland,observed
2020-11-11,all,reported,174.617997656487,modelled,Saarland,observed
2020-11-12,all,reported,175.106702816258,modelled,Saarland,observed
2020-11-13,all,reported,175.60340547695,modelled,Saarland,observed
2020-11-14,all,reported,176.108920844426,modelled,Saarland,observed
2020-11-15,all,reported,176.463866653176,modelled,Saarland,observed
2020-11-16,all,reported,176.339266756993,modelled,Saarland,observed
2020-11-17,all,reported,175.535442525388,modelled,Saarland,observed
2020-11-18,all,reported,169.083104738549,modelled,Saarland,observed
2020-11-19,all,reported,167.184678577591,modelled,Saarland,observed
2020-11-20,all,reported,164.886199259581,modelled,Saarland,observed
2020-11-21,all,reported,162.25114631764,modelled,Saarland,observed
2020-11-22,all,reported,159.357768684142,modelled,Saarland,observed
2020-11-23,all,reported,156.282672397934,modelled,Saarland,observed
2020-11-24,all,reported,153.078239143386,modelled,Saarland,observed
2020-11-25,all,reported,152.174144751034,modelled,Saarland,observed
2020-11-26,all,reported,149.205988184094,modelled,Saarland,observed
2020-11-27,all,reported,147.371062525021,modelled,Saarland,observed
2020-11-28,all,reported,147.112103000914,modelled,Saarland,observed
2020-11-29,all,reported,148.299781131107,modelled,Saarland,observed
2020-11-30,all,reported,150.602187570812,modelled,Saarland,observed
2020-12-01,all,reported,153.769493199054,modelled,Saarland,observed
2020-12-02,all,reported,158.14814391917,modelled,Saarland,observed
2020-12-03,all,reported,162.614834830703,modelled,Saarland,observed
2020-12-04,all,reported,167.529623226168,modelled,Saarland,observed
2020-12-05,all,reported,172.813410581895,modelled,Saarland,observed
2020-12-06,all,reported,178.420204839867,modelled,Saarland,observed
2020-12-07,all,reported,184.314384853167,modelled,Saarland,observed
2020-12-08,all,reported,190.473228485271,modelled,Saarland,observed
2020-12-09,all,reported,190.904742260682,modelled,Saarland,observed
2020-12-10,all,reported,197.607376037642,modelled,Saarland,observed
2020-12-11,all,reported,204.800262683975,modelled,Saarland,observed
2020-12-12,all,reported,212.406571514379,modelled,Saarland,observed
2020-12-13,all,reported,220.259235202924,modelled,Saarland,observed
2020-12-14,all,reported,228.168583234177,modelled,Saarland,observed
2020-12-15,all,reported,235.985894635041,modelled,Saarland,observed
2020-12-16,all,reported,242.427436754204,modelled,Saarland,observed
2020-12-17,all,reported,249.8202429863,modelled,Saarland,observed
2020-12-18,all,reported,257.01286558677,modelled,Saarland,observed
2020-12-19,all,reported,264.017563062434,modelled,Saarland,observed
2020-12-20,all,reported,270.853362609791,modelled,Saarland,observed
2020-12-21,all,reported,277.545053588681,modelled,Saarland,observed
2020-12-22,all,reported,284.12026066808,modelled,Saarland,observed
2020-12-23,all,reported,283.998082788898,modelled,Saarland,observed
2020-12-24,all,reported,290.270045389118,modelled,Saarland,observed
2020-12-25,all,reported,296.497010280338,modelled,Saarland,observed
2020-12-26,all,reported,302.697278322546,modelled,Saarland,observed
2020-12-27,all,reported,308.886891764607,modelled,Saarland,observed
2020-12-28,all,reported,315.079448441273,modelled,Saarland,observed
2020-12-29,all,reported,321.222940797856,modelled,Saarland,observed
2020-12-30,all,reported,312.117260006944,modelled,Saarland,observed
2020-12-31,all,reported,314.038051936001,modelled,Saarland,observed
2021-01-01,all,reported,312.279539826457,modelled,Saarland,observed
2021-01-02,all,reported,307.505423177947,modelled,Saarland,observed
2021-01-03,all,reported,300.580499691929,modelled,Saarland,observed
2021-01-04,all,reported,292.257818093927,modelled,Saarland,observed
2021-01-05,all,reported,283.134020734964,modelled,Saarland,observed
2021-01-06,all,reported,278.605932764014,modelled,Saarland,observed
2021-01-07,all,reported,269.053190424405,modelled,Saarland,observed
2021-01-08,all,reported,259.793625118837,modelled,Saarland,observed
2021-01-09,all,reported,250.949811382059,modelled,Saarland,observed
2021-01-10,all,reported,242.573286121718,modelled,Saarland,observed
2021-01-11,all,reported,234.675521554065,modelled,Saarland,observed
2021-01-12,all,reported,227.246701272816,modelled,Saarland,observed
2021-01-13,all,reported,220.145433816269,modelled,Saarland,observed
2021-01-14,all,reported,213.844548439039,modelled,Saarland,observed
2021-01-15,all,reported,208.184137046224,modelled,Saarland,observed
2021-01-16,all,reported,203.064101183711,modelled,Saarland,observed
2021-01-17,all,reported,198.322778867088,modelled,Saarland,observed
2021-01-18,all,reported,193.803855153208,modelled,Saarland,observed
2021-01-19,all,reported,189.426850577172,modelled,Saarland,observed
2021-01-20,all,reported,183.597934659756,modelled,Saarland,observed
2021-01-21,all,reported,179.371355720134,modelled,Saarland,observed
2021-01-22,all,reported,175.161828439599,modelled,Saarland,observed
2021-01-23,all,reported,170.967082076731,modelled,Saarland,observed
2021-01-24,all,reported,166.79572179796,modelled,Saarland,observed
2021-01-25,all,reported,162.660138540923,modelled,Saarland,observed
2021-01-26,all,reported,158.573433608737,modelled,Saarland,observed
2021-01-27,all,reported,159.14932640285,modelled,Saarland,observed
2021-01-28,all,reported,154.889965324241,modelled,Saarland,observed
2021-01-29,all,reported,150.199254696927,modelled,Saarland,observed
2021-01-30,all,reported,144.905252996854,modelled,Saarland,observed
2021-01-31,all,reported,139.109290790606,modelled,Saarland,observed
2021-02-01,all,reported,133.02344214165,modelled,Saarland,observed
2021-02-02,all,reported,126.830465950025,modelled,Saarland,observed
2021-02-03,all,reported,117.811295171407,modelled,Saarland,observed
2021-02-04,all,reported,111.901214386322,modelled,Saarland,observed
2021-02-05,all,reported,106.177637596156,modelled,Saarland,observed
2021-02-06,all,reported,100.685390867373,modelled,Saarland,observed
2021-02-07,all,reported,95.4487886187635,modelled,Saarland,observed
2021-02-08,all,reported,90.4835438099071,modelled,Saarland,observed
2021-02-09,all,reported,85.8780088851381,modelled,Saarland,observed
2021-02-10,all,reported,87.3592337348928,modelled,Saarland,observed
2021-02-11,all,reported,83.633320797835,modelled,Saarland,observed
2021-02-12,all,reported,80.4749778451442,modelled,Saarland,observed
2021-02-13,all,reported,77.7571841306963,modelled,Saarland,observed
2021-02-14,all,reported,75.3692974781188,modelled,Saarland,observed
2021-02-15,all,reported,73.2323404916097,modelled,Saarland,observed
2021-02-16,all,reported,71.2866146105444,modelled,Saarland,observed
2021-02-17,all,reported,69.7472717271958,modelled,Saarland,observed
2021-02-18,all,reported,68.0709799110628,modelled,Saarland,observed
2021-02-19,all,reported,66.4936077759594,modelled,Saarland,observed
2021-02-20,all,reported,65.0002798365349,modelled,Saarland,observed
2021-02-21,all,reported,63.5822918174672,modelled,Saarland,observed
2021-02-22,all,reported,62.2456800248729,modelled,Saarland,observed
2021-02-23,all,reported,61.0099025301679,modelled,Saarland,observed
2021-02-24,all,reported,60.1693289832801,modelled,Saarland,observed
2021-02-25,all,reported,59.183021853798,modelled,Saarland,observed
2021-02-26,all,reported,58.3652496302275,modelled,Saarland,observed
2021-02-27,all,reported,57.7616343194895,modelled,Saarland,observed
2021-02-28,all,reported,57.4099626273346,modelled,Saarland,observed
2021-03-01,all,reported,57.3183890987457,modelled,Saarland,observed
2021-03-02,all,reported,57.4801472514009,modelled,Saarland,observed
2021-03-03,all,reported,56.8997522107748,modelled,Saarland,observed
2021-03-04,all,reported,57.5335818835702,modelled,Saarland,observed
2021-03-05,all,reported,58.3885168240595,modelled,Saarland,observed
2021-03-06,all,reported,59.4508203411097,modelled,Saarland,observed
2021-03-07,all,reported,60.7081840634564,modelled,Saarland,observed
2021-03-08,all,reported,62.1504699212092,modelled,Saarland,observed
2021-03-09,all,reported,63.7692754476884,modelled,Saarland,observed
2021-03-10,all,reported,68.5259153681946,modelled,Saarland,observed
2021-03-11,all,reported,70.5678906970243,modelled,Saarland,observed
2021-03-12,all,reported,72.779527333154,modelled,Saarland,observed
2021-03-13,all,reported,75.1595338919397,modelled,Saarland,observed
2021-03-14,all,reported,77.7073068552891,modelled,Saarland,observed
2021-03-15,all,reported,80.4236754781232,modelled,Saarland,observed
2021-03-16,all,reported,83.310896814317,modelled,Saarland,observed
2021-03-17,all,reported,87.9230170580158,modelled,Saarland,observed
2021-03-18,all,reported,91.2226428555914,modelled,Saarland,observed
2021-03-19,all,reported,94.7186099068968,modelled,Saarland,observed
2021-03-20,all,reported,98.4250449825122,modelled,Saarland,observed
2021-03-21,all,reported,102.358625854431,modelled,Saarland,observed
2021-03-22,all,reported,106.542433646911,modelled,Saarland,observed
2021-03-23,all,reported,111.005663100896,modelled,Saarland,observed
2021-03-24,all,reported,117.676217711582,modelled,Saarland,observed
2021-03-25,all,reported,122.848290610666,modelled,Saarland,observed
2021-03-26,all,reported,128.351742545052,modelled,Saarland,observed
2021-03-27,all,reported,134.190159313672,modelled,Saarland,observed
2021-03-28,all,reported,140.366625815561,modelled,Saarland,observed
2021-03-29,all,reported,146.88458854708,modelled,Saarland,observed
2021-03-30,all,reported,153.748459996496,modelled,Saarland,observed
2021-03-31,all,reported,155.589479460094,modelled,Saarland,observed
2021-04-01,all,reported,162.912306608552,modelled,Saarland,observed
2021-04-02,all,reported,170.595089231385,modelled,Saarland,observed
2021-04-03,all,reported,178.652330476849,modelled,Saarland,observed
2021-04-04,all,reported,187.099068939922,modelled,Saarland,observed
2021-04-05,all,reported,195.950772749831,modelled,Saarland,observed
2021-04-06,all,reported,205.224001438477,modelled,Saarland,observed
2021-04-07,all,reported,208.447496404646,modelled,Saarland,observed
2021-04-08,all,reported,218.312240504274,modelled,Saarland,observed
2021-04-09,all,reported,228.641237684838,modelled,Saarland,observed
2021-04-10,all,reported,239.452241977102,modelled,Saarland,observed
2021-04-11,all,reported,250.760728782796,modelled,Saarland,observed
2021-04-12,all,reported,262.530476583645,modelled,Saarland,observed
2021-04-13,all,reported,273.98702742446,modelled,Saarland,observed
2021-04-14,all,reported,282.804512409071,modelled,Saarland,observed
2021-04-15,all,reported,289.342744143811,modelled,Saarland,observed
2021-04-16,all,reported,293.065863929507,modelled,Saarland,observed
2021-04-17,all,reported,294.630538843041,modelled,Saarland,observed
2021-04-18,all,reported,294.60886666138,modelled,Saarland,observed
2021-04-19,all,reported,293.442629849676,modelled,Saarland,observed
2021-04-20,all,reported,291.488075657355,modelled,Saarland,observed
2021-04-21,all,reported,289.316433152504,modelled,Saarland,observed
2021-04-22,all,reported,286.376695439976,modelled,Saarland,observed
2021-04-23,all,reported,283.127583967165,modelled,Saarland,observed
2021-04-24,all,reported,279.652011657716,modelled,Saarland,observed
2021-04-25,all,reported,275.993285876211,modelled,Saarland,observed
2021-04-26,all,reported,271.861693358209,modelled,Saarland,observed
2021-04-27,all,reported,266.631717195334,modelled,Saarland,observed
2021-04-28,all,reported,263.607008239196,modelled,Saarland,observed
2021-04-29,all,reported,255.510101240703,modelled,Saarland,observed
2021-04-30,all,reported,246.432520828435,modelled,Saarland,observed
2021-05-01,all,reported,236.658511308167,modelled,Saarland,observed
2021-05-02,all,reported,226.390175940127,modelled,Saarland,observed
2021-05-03,all,reported,215.841755044101,modelled,Saarland,observed
2021-05-04,all,reported,205.198199030841,modelled,Saarland,observed
2021-05-05,all,reported,194.019769408798,modelled,Saarland,observed
2021-05-06,all,reported,183.546816743859,modelled,Saarland,observed
2021-05-07,all,reported,173.280285173685,modelled,Saarland,observed
2021-05-08,all,reported,163.293360410928,modelled,Saarland,observed
2021-05-09,all,reported,153.627862891612,modelled,Saarland,observed
2021-05-10,all,reported,144.304295323607,modelled,Saarland,observed
2021-05-11,all,reported,135.332553665467,modelled,Saarland,observed
2021-05-12,all,reported,125.66377282684,modelled,Saarland,observed
2021-05-13,all,reported,117.508522047036,modelled,Saarland,observed
2021-05-14,all,reported,109.75136092052,modelled,Saarland,observed
2021-05-15,all,reported,102.403164870128,modelled,Saarland,observed
2021-05-16,all,reported,95.4745975972255,modelled,Saarland,observed
2021-05-17,all,reported,88.9599732634451,modelled,Saarland,observed
2021-05-18,all,reported,82.8380696849126,modelled,Saarland,observed
2021-05-19,all,reported,76.4652125072898,modelled,Saarland,observed
2021-05-20,all,reported,71.1288923095708,modelled,Saarland,observed
